"duration","src_bytes","hot","num_root","num_file_creations","is_guest_login","serror_rate","srv_serror_rate","rerror_rate","dst_host_srv_count","dst_host_same_srv_rate","dst_host_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","connection_type"
"2636211",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3464900",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"4891130",0,231,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3532717",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"2017527",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2801602",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1396073",0,14189,0,0,0,0,0,0,0,104,0.32,0.02,0,0,"good"
"3046494",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2478778",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2368848",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4636750",0,0,0,0,0,0,0,0,1,13,0.05,0,1,1,"bad"
"102205",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3262506",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3076130",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2004707",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2164086",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1198310",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"1143842",0,0,0,0,0,0,1,1,0,2,0.01,1,0,0,"bad"
"4805804",0,162,5,0,0,0,0,0,0.12,230,1,0,0,0,"good"
"4084977",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3676006",0,105,0,0,0,0,0,0,0,243,0.95,0,0,0,"good"
"1706790",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2566217",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"416834",0,0,0,0,0,0,0,0,1,255,1,0,1,1,"good"
"1802970",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3222517",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1667011",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3195283",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"54874",0,292,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"44706",0,218,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2146597",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1491684",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3432400",0,18,0,0,0,0,0,0,0,93,1,0,0,0,"bad"
"565186",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"1820755",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1242452",0,0,0,0,0,0,1,1,0,19,0.07,1,0,0,"bad"
"4095844",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3316774",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2888196",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4841901",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4569960",0,0,0,0,0,0,0,0,1,19,0.07,0,1,1,"bad"
"598992",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"2813366",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3084693",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3133546",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"25522",0,236,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4523372",0,105,0,0,0,0,0,0,0,240,0.94,0,0,0,"good"
"2446272",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"522900",0,0,0,0,0,0,1,1,0,14,0.05,1,0,0,"bad"
"19519",0,228,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1359094",0,206,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"538403",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"533065",0,0,0,0,0,0,1,1,0,6,0.02,1,0,0,"bad"
"3766020",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"2011893",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1495933",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1679821",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2824166",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1428658",0,105,0,0,0,0,0,0,0,252,0.99,0,0,0,"good"
"1143530",0,0,0,0,0,0,1,1,0,2,0.01,1,0,0,"bad"
"2356922",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4359146",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2033526",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2334306",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3143202",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1485784",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2777574",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3851766",0,0,0,0,0,0,1,1,0,22,0.09,1,0,0,"bad"
"2609",0,205,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2048470",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1574056",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3835506",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"2547600",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3675359",0,105,0,0,0,0,0,0,0,240,0.94,0,0,0,"good"
"4147183",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2451392",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1175787",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"4438734",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1880282",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2059057",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4174601",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2198565",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4738842",0,0,0,0,0,0,0,0,1,11,0.04,0,1,1,"bad"
"3225507",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2512515",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1258972",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"4701937",0,0,0,0,0,0,0,0,1,16,0.06,0,1,1,"bad"
"267889",0,183,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4241507",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"822357",0,207,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3299557",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1009296",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1169143",0,0,0,0,0,0,1,1,0,2,0.01,1,0,0,"bad"
"98940",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"706318",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"3789811",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"921196",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1438540",2545,147,0,0,0,0,0,0,0,3,0.01,0,0,0,"good"
"3194775",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2469337",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4626873",0,0,0,0,0,0,0,0,1,10,0.04,0,1,1,"bad"
"3111027",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4709337",0,0,0,0,0,0,0,0,1,8,0.03,0,1,1,"bad"
"994877",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3294978",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4871250",21,105,0,0,0,0,0,0,0,241,0.95,0,0,0,"good"
"4338857",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1970966",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3747003",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"4213017",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1157837",0,0,0,0,0,0,1,1,0,5,0.02,1,0,0,"bad"
"3636227",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"2802833",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4320230",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4187303",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1048839",0,210,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1795273",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1869205",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"181212",0,346,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3951503",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3730580",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"4212683",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3009017",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2053491",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"388200",0,272,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2907736",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1916853",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1043288",0,305,0,0,0,0,0,0.04,0,255,1,0,0,0,"good"
"3385303",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1053216",0,196,0,0,0,0,0,0,0,255,1,0.01,0,0,"good"
"3469179",0,0,0,0,0,0,1,1,0,11,0.04,1,0,0,"bad"
"3580255",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"4058479",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4098817",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3917179",0,0,0,0,0,0,1,1,0,22,0.09,1,0,0,"bad"
"1287552",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3206328",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"190393",0,235,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2630816",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3808733",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"86650",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3227656",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4336358",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1837583",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3940814",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"830445",0,227,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"944706",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3309543",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2754354",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4507863",2630,146,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"2289277",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"829209",0,340,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1359004",0,293,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4143764",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2586012",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1507717",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1233949",0,0,0,0,0,0,1,1,0,18,0.07,1,0,0,"bad"
"154809",0,308,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2496159",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"27232",0,199,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4214647",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3268383",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2598169",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1100278",0,0,0,0,0,0,1,1,0,10,0.04,1,0,0,"bad"
"4679884",0,0,0,0,0,0,0,0,1,4,0.02,0,1,1,"bad"
"1456655",0,0,0,0,0,0,0,0,1,241,1,0,1,0.98,"good"
"88663",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4209083",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3444323",0,146,0,0,0,0,0,0,0,1,0.01,0,0,0,"good"
"997210",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3066446",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3163069",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3866428",0,0,0,0,0,0,1,1,0,5,0.02,1,0,0,"bad"
"4875180",0,10,0,0,0,0,0,0,0,3,0.02,0,0,0,"good"
"2611806",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1852779",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1511066",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"678783",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"1227920",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"1794321",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4063967",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"9746",0,226,0,0,0,0,0,0,0,13,1,0,0,0,"good"
"4300018",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3220602",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"130141",0,208,0,0,0,0,0,0,0,255,1,0.01,0,0,"good"
"2776439",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"852657",0,312,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1172542",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"1597213",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"195892",0,199,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3062832",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"93258",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3908074",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"2643128",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4475307",2634,145,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"1080277",0,0,0,0,0,0,1,1,0,15,0.06,1,0,0,"bad"
"3725095",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"96686",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3799633",0,0,0,0,0,0,1,1,0,7,0.03,1,0,0,"bad"
"957222",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2082532",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"865598",0,218,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4873524",0,147,0,0,0,0,0,0,0,5,0.02,0,0,0,"good"
"259927",0,281,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3838648",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"1278282",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"298297",0,207,0,0,0,0,0,0,0,255,1,0.01,0,0,"good"
"1318400",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"612841",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"151884",0,231,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3582587",0,0,0,0,0,0,1,1,0,1,0,1,0,0,"bad"
"1938400",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"600590",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"1757213",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1426727",0,105,0,0,0,0,0,0,0,251,0.98,0,0,0,"good"
"3817211",0,0,0,0,0,0,1,1,0,2,0.01,1,0,0,"bad"
"3292964",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4266803",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2190438",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4135429",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"845653",0,348,0,0,0,0,0,0,0,255,1,0.01,0,0.01,"good"
"1326864",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3034825",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3972791",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3231863",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"302603",0,274,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1398619",0,334,0,0,0,0,0,0,0,255,1,0,0.2,0.37,"good"
"149128",0,212,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1895004",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1657863",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2570682",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2956020",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3257620",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"729035",0,0,0,0,0,0,0,0,1,152,1,0,1,0.97,"good"
"4116679",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4206322",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4290289",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1318107",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3729750",0,0,0,0,0,0,1,1,0,19,0.07,1,0,0,"bad"
"318316",0,316,0,0,0,0,0,0,0,171,1,0,0,0,"good"
"1658228",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2330022",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3268700",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"893787",0,304,0,0,0,0,0,0,0,229,0.9,0,0,0,"good"
"2550746",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4044175",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4293736",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"340422",0,336,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1573348",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1266390",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1295729",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3865007",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"1031537",0,235,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3839860",0,0,0,0,0,0,1,1,0,2,0.01,1,0,0,"bad"
"4838026",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"373865",0,286,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4328075",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1544876",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4508911",2630,146,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"112528",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"150688",0,344,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"1003746",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1626700",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"674029",0,0,0,0,0,0,1,1,0,10,0.04,1,0,0,"bad"
"3710354",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"3321983",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3030636",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1700122",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"58606",0,237,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3640821",0,0,0,0,0,0,1,1,0,19,0.07,1,0,0,"bad"
"842416",0,0,0,0,0,0,0,0,1,1,0,0,1,1,"bad"
"3292055",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2471923",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2926158",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4058629",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1681700",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"261583",0,289,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3640695",0,0,0,0,0,0,1,1,0,3,0.01,1,0,0,"bad"
"2915114",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4745816",0,0,0,0,0,0,0,0,1,11,0.04,0,1,1,"bad"
"2305933",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4867154",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3570131",0,0,0,0,0,0,1,1,0,8,0.03,1,0,0,"bad"
"2407254",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2905433",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1035066",0,145,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2127572",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3189969",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4011161",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1641129",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"875133",0,319,0,0,0,0,0,0,0,255,1,0,0,0.01,"good"
"2843448",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"539242",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"1288028",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3018140",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2651151",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3774840",0,0,0,0,0,0,1,1,0,12,0.05,1,0,0,"bad"
"2730278",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1253613",0,0,0,0,0,0,1,1,0,5,0.02,1,0,0,"bad"
"3680311",0,0,0,0,0,0,0,0,1,255,1,0,0.49,0.78,"good"
"4559898",0,0,0,0,0,0,0,0,1,8,0.03,0,1,1,"bad"
"834975",0,157,0,0,0,0,0,0,0,190,1,0,0,0,"good"
"4674830",0,0,0,0,0,0,0,0,1,8,0.03,0,1,1,"bad"
"2272152",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4247337",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2801999",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4412945",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4085601",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3983902",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4049222",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1531499",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2466159",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"340744",0,292,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"2776673",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"230",0,241,0,0,0,0,0,0,0,229,1,0,0,0,"good"
"2719573",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3675511",13,105,0,0,0,0,0,0,0,247,0.97,0,0,0,"good"
"816587",0,253,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"3182712",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"140553",0,342,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"4608902",0,0,0,0,0,0,0,0,1,19,0.07,0,1,1,"bad"
"4234255",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1621083",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2619091",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1838934",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2226007",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3084126",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2576216",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3032716",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3384301",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"446115",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2098537",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1406601",0,30,0,0,0,0,0,0,0,229,0.78,0.01,0.12,0,"good"
"3525736",0,0,0,0,0,0,1,1,0,16,0.06,1,0,0,"bad"
"3127899",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"994412",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1775934",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"2780535",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"3419592",0,44,0,0,0,0,0,0,0,254,1,0,0,0,"good"
"2374534",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4785507",2337,147,0,0,0,0,0,0,0,2,0.01,0,0,0,"good"
"3779828",0,0,0,0,0,0,1,1,0,9,0.04,1,0,0,"bad"
"4509405",0,146,0,0,0,0,0,0,0,1,0,0,0,0,"good"
"4406138",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4737377",0,0,0,0,0,0,0,0,1,10,0.04,0,1,1,"bad"
"2175307",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4196777",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4296329",0,520,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"122102",0,289,0,0,0,0,0,0,0,255,1,0,0,0,"good"
"609745",0,0,0,0,0,0,1,1,0,13,0.05,1,0,0,"bad"
"1896265",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"1319229",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
"4566008",0,0,0,0,0,0,0,0,1,19,0.07,0,1,1,"bad"
"3686972",0,0,0,0,0,0,1,1,0,15,0.06,1,0,0,"bad"
"3763962",0,0,0,0,0,0,1,1,0,14,0.05,1,0,0,"bad"
"3686806",0,0,0,0,0,0,1,1,0,20,0.08,1,0,0,"bad"
"1060974",0,0,0,0,0,0,1,1,0,4,0.02,1,0,0,"bad"
"2335058",0,1032,0,0,0,0,0,0,0,255,1,0,0,0,"bad"
